record_id,redcap_survey_identifier,round_2_timestamp,sub_id,date_time_rd2,gen_1,gen_2,history,vivid_history,reexp_history,occarousing_history,refarousing_history,thirdper_history,work_start,work_close,work_other,work_close_rem,vivid_work,reexp_work,occarousing_work,refarousing_work,thirdper_work,school_kids,school_close,school_close_rem,vivid_school,reexp_school,occarousing_school,refarousing_school,thirdper_school,neg_emo,vivid_neg_emo,reexp_neg_emo,occarousing_neg_emo,refarousing_neg_emo,thirdper_neg_emo,get_better,vivid_get_better,reexp_get_better,occarousing_get_better,refarousing_get_better,thirdper_get_better,num_march,num_april,us,num_march_us,num_april_us,stayhome_us,stayhome_begin_us,stayhome_end_us,severity_state,stayhome,stayhome_begin,stayhome_end,severity,normal_date,mask_date,meetings_date,bigevents_date,shaking_hands_date,num_august,warmer,sp_mem_1,sp_mem_2,sp_mem_3,sp_mem_4,sp_mem_5,sp_mem_6,fut_1,fut_2,fut_3,fut_4,fut_5,peak_neg,peak_neg_intense,peak_pos,peak_pos_intense,sustained_neg___1,sustained_neg___2,sustained_neg___3,sustained_neg___4,sustained_neg___5,sustained_neg___6,sustained_neg___7,sustained_neg___8,sustained_pos___1,sustained_pos___2,sustained_pos___3,sustained_pos___4,sustained_pos___5,sustained_pos___6,sustained_pos___7,sustained_pos___8,vivid_challenge,reexp_challenge,occarousing_challenge,refarousing_challenge,important_challenge,thirdper_challenge,vivid_positive,reexp_positive,occarousing_positive,refarousing_positive,important_positive,thirdper_positive,vivid_mundane,reexp_mundane,occarousing_mundane,refarousing_mundane,important_mundane,thirdper_mundane,vivid_unusual,reexp_unusual,occarousing_unusual,refarousing_unusual,important_unusual,thirdper_unusual,isi_1,isi_2,isi_3,isi_4,isi_5,isi_6,isi_7,meq_1,meq_2,meq_3,meq_4,meq_5,pss_1,pss_2,pss_3,pss_4,pss_5,pss_6,pss_7,pss_8,pss_9,pss_10,teq_1,teq_2,teq_3,teq_4,teq_5,teq_6,teq_7,teq_8,teq_9,teq_10,teq_11,teq_12,teq_13,teq_14,teq_15,teq_16,round_2_complete,ISI_Total,MEQ_Total,TEQ_TOTAL,PSS_TOTAL
346,,2020-06-17 15:38:00,190,2020-06-17 10:10:00,3.0,2.0,0.0,,,,,,0.0,,0.0,,,,,,,0.0,,,,,,,,0.0,,,,,,2.0,,,,,,20000.0,25000.0,1.0,3000.0,5000.0,1.0,2020-03-17,2020-04-30,2.0,,,,3.0,2020-10-15,2020-10-15,2020-10-15,2020-09-01,2020-09-01,,3.0,4.0,3.0,2.0,4.0,4.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,3.0,8.0,2.0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,4.0,3.0,4.0,4.0,4.0,1.0,4.0,3.0,4.0,4.0,4.0,1.0,4.0,3.0,4.0,4.0,4.0,1.0,,,,,,,2.0,3.0,1.0,3.0,1.0,1.0,0.0,2.0,3.0,4.0,3.0,0.0,3.0,2.0,3.0,4.0,2.0,1.0,2.0,4.0,4.0,2.0,4.0,3.0,4.0,0.0,4.0,4.0,0.0,4.0,3.0,1.0,0.0,0.0,4.0,0.0,0.0,4.0,2,11.0,12.0,59.0,19.0
256,,2020-06-16 16:16:32,191,2020-06-16 11:42:00,2.0,2.0,0.0,,,,,,1.0,1.0,,1.0,4.0,3.0,4.0,3.0,2.0,0.0,,,,,,,,1.0,4.0,4.0,4.0,3.0,2.0,2.0,,,,,,700000.0,1120000.0,1.0,96000.0,1200500.0,1.0,2020-04-04,2020-07-31,2.0,,,,2.0,2021-01-31,2021-02-01,2021-03-01,2021-07-31,2021-07-31,15000000.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,1.0,4.0,0.0,8.0,3.0,1.0,1.0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,4.0,4.0,4.0,3.0,4.0,1.0,3.0,3.0,4.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,3.0,0.0,3.0,3.0,4.0,3.0,1.0,3.0,6.0,1.0,3.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,4.0,4.0,1.0,3.0,3.0,1.0,1.0,0.0,3.0,0.0,0.0,3.0,2,17.0,17.0,53.0,22.0
90,,2020-06-16 02:45:05,194,2020-06-15 22:27:00,4.0,4.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,3.0,1.0,3.0,1.0,2.0,0.0,,,,,,,,0.0,,,,,,2.0,,,,,,100.0,100000.0,1.0,20.0,10000.0,1.0,2020-03-30,2020-05-25,2.0,,,,3.0,2021-12-31,2021-12-31,2021-12-31,2020-10-31,2021-12-31,20000000.0,2.0,0.0,3.0,3.0,1.0,0.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,1.0,,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,3.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,,0.0,1.0,0.0,0.0,3.0,0.0,4.0,4.0,0.0,0.0,1.0,2.0,3.0,2.0,4.0,3.0,0.0,2.0,0.0,2.0,1.0,,1.0,0.0,0.0,3.0,2,10.0,,,6.0
446,,2020-06-19 16:11:03,195,2020-06-19 09:46:00,3.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,,1.0,3.0,2.0,3.0,2.0,2.0,0.0,,,,,,,,1.0,4.0,3.0,4.0,3.0,2.0,1.0,3.0,3.0,4.0,3.0,2.0,2000.0,50000.0,1.0,500.0,5000.0,1.0,2020-03-20,2020-06-30,2.0,,,,3.0,2021-01-01,2020-08-01,2020-10-01,2021-04-01,2021-01-01,200000.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,1.0,3.0,1.0,3.0,3.0,4.0,3.0,1.0,2.0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,4.0,3.0,4.0,,3.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,0.0,3.0,4.0,4.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,3.0,1.0,4.0,1.0,4.0,3.0,0.0,3.0,3.0,1.0,1.0,1.0,4.0,0.0,0.0,4.0,2,3.0,9.0,55.0,32.0
217,,2020-06-16 14:32:08,199,2020-06-16 10:03:00,4.0,4.0,1.0,3.0,3.0,3.0,2.0,2.0,0.0,,1.0,1.0,3.0,3.0,3.0,2.0,2.0,0.0,,,,,,,,1.0,3.0,1.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,400.0,6000.0,0.0,,,,,,,1.0,2020-03-24,2020-06-30,1.0,2021-04-30,2021-04-30,2021-04-30,2021-04-30,2021-04-30,500000.0,1.0,3.0,3.0,3.0,4.0,4.0,1.0,2.0,3.0,2.0,3.0,2.0,7.0,2.0,1.0,2.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4.0,1.0,3.0,2.0,2.0,1.0,4.0,2.0,3.0,3.0,2.0,1.0,4.0,2.0,4.0,3.0,3.0,1.0,4.0,3.0,4.0,3.0,3.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,3.0,2.0,3.0,4.0,1.0,3.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,4.0,3.0,0.0,3.0,3.0,2.0,0.0,0.0,4.0,0.0,0.0,4.0,2,6.0,16.0,54.0,15.0
367,,2020-06-17 23:53:20,201,2020-06-17 18:53:00,3.0,2.0,0.0,,,,,,1.0,0.0,,,,,,,,0.0,,,,,,,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,50000.0,100000.0,1.0,25.0,150.0,0.0,,,2.0,,,,3.0,2021-06-30,2021-08-30,2020-08-30,2021-04-30,2020-10-30,3500000.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,4.0,3.0,7.0,2.0,6.0,2.0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,4.0,0.0,4.0,4.0,0.0,3.0,3.0,1.0,0.0,0.0,4.0,0.0,0.0,3.0,2,2.0,8.0,58.0,14.0
166,,2020-06-16 12:20:46,204,2020-06-16 07:57:00,3.0,3.0,0.0,,,,,,1.0,0.0,,,,,,,,0.0,,,,,,,,1.0,3.0,2.0,3.0,3.0,2.0,2.0,,,,,,275000.0,323000.0,1.0,98222.0,100200.0,1.0,2020-03-15,2020-07-20,2.0,,,,3.0,2021-12-31,2021-12-31,2020-12-31,2023-12-31,2030-12-31,1023000.0,2.0,3.0,1.0,3.0,3.0,4.0,0.0,0.0,3.0,1.0,4.0,4.0,8.0,2.0,1.0,1.0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,3.0,3.0,3.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,1.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,5.0,3.0,3.0,5.0,6.0,0.0,0.0,2.0,3.0,3.0,0.0,4.0,4.0,2.0,1.0,4.0,0.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,2,9.0,22.0,61.0,7.0
324,,,215,2020-06-16 18:39:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
80,,2020-06-16 02:41:13,216,2020-06-15 22:09:00,4.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,10000.0,200000.0,1.0,1000.0,30000.0,1.0,2020-03-17,2020-05-18,2.0,,,,3.0,2022-06-01,2022-06-01,2021-09-01,2022-01-01,2021-09-01,5000000.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,2.0,4.0,1.0,4.0,3.0,3.0,1.0,7.0,1.0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,4.0,4.0,3.0,3.0,4.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,4.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2,5.0,18.0,44.0,13.0
474,,2020-06-19 22:07:08,221,2020-06-19 17:44:00,2.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,,1.0,4.0,4.0,3.0,3.0,1.0,0.0,,,,,,,,1.0,4.0,3.0,3.0,3.0,1.0,2.0,,,,,,35000.0,100000.0,1.0,6000.0,10000.0,1.0,2020-03-23,2020-06-01,2.0,,,,3.0,2021-04-01,2021-04-01,2021-01-01,2021-07-01,2021-04-01,800000.0,2.0,4.0,3.0,2.0,4.0,4.0,1.0,2.0,3.0,1.0,3.0,2.0,7.0,3.0,4.0,2.0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,3.0,3.0,3.0,3.0,4.0,1.0,4.0,4.0,4.0,3.0,4.0,1.0,,,,,,,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,3.0,4.0,4.0,1.0,1.0,4.0,2.0,0.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,0.0,3.0,3.0,2.0,1.0,0.0,2.0,1.0,3.0,4.0,2,18.0,6.0,43.0,33.0
587,,2020-06-24 14:15:43,223,2020-06-24 09:53:00,4.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,,1.0,3.0,3.0,2.0,2.0,2.0,0.0,,,,,,,,0.0,,,,,,1.0,3.0,3.0,3.0,3.0,2.0,2000000.0,1500000.0,1.0,90000.0,70000.0,1.0,2020-03-13,2020-06-18,2.0,,,,3.0,2021-06-01,2021-06-01,2020-05-01,2020-06-01,2021-03-01,4000000.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,6.0,2.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,4.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,,,,,,,1.0,1.0,2.0,2.0,0.0,0.0,1.0,4.0,2.0,5.0,4.0,6.0,2.0,1.0,2.0,4.0,3.0,2.0,3.0,3.0,1.0,2.0,3.0,1.0,4.0,0.0,4.0,3.0,1.0,3.0,3.0,1.0,1.0,0.0,3.0,1.0,1.0,3.0,2,7.0,21.0,52.0,13.0
292,,2020-06-16 20:06:42,225,2020-06-16 15:30:00,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,,1.0,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,0.0,,,,,,10000.0,250000.0,1.0,350.0,1500.0,0.0,,,1.0,,,,1.0,2020-06-16,2020-06-16,2020-06-16,2020-06-30,2025-12-31,,3.0,3.0,0.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,7.0,2.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,2.0,1.0,2.0,2.0,2.0,,1.0,1.0,1.0,1.0,1.0,,3.0,3.0,2.0,2.0,3.0,,2.0,1.0,3.0,2.0,3.0,,1.0,0.0,0.0,3.0,2.0,2.0,3.0,4.0,2.0,1.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,0.0,2.0,3.0,1.0,3.0,1.0,3.0,0.0,2.0,2.0,0.0,0.0,3.0,2,11.0,14.0,45.0,26.0
434,,2020-06-19 15:25:54,229,2020-06-19 10:39:00,4.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,4.0,2.0,2.0,1.0,1.0,0.0,,,,,,,,1.0,3.0,3.0,3.0,2.0,1.0,0.0,,,,,,5000.0,60000.0,1.0,150.0,2500.0,1.0,2020-03-23,2020-05-18,2.0,,,,3.0,2021-01-01,2021-01-01,2020-11-01,2021-01-01,2021-03-01,200000.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,8.0,3.0,8.0,3.0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,4.0,4.0,4.0,4.0,2.0,1.0,4.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,2.0,1.0,1.0,4.0,4.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,4.0,2.0,2.0,3.0,0.0,1.0,2.0,3.0,0.0,1.0,3.0,0.0,0.0,3.0,2,0.0,16.0,45.0,15.0
503,,2020-06-21 21:05:42,230,2020-06-21 15:55:00,3.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,,1.0,4.0,3.0,3.0,2.0,1.0,0.0,,,,,,,,1.0,2.0,1.0,2.0,1.0,1.0,2.0,,,,,,16000.0,100000.0,1.0,8000.0,12000.0,1.0,2020-03-20,2020-06-04,2.0,,,,3.0,2021-06-01,2021-01-01,2020-10-01,2020-04-01,2020-06-01,300000.0,2.0,1.0,2.0,1.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,3.0,5.0,3.0,7.0,2.0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,4.0,2.0,1.0,4.0,1.0,1.0,3.0,2.0,2.0,2.0,4.0,1.0,4.0,3.0,0.0,3.0,3.0,1.0,0.0,1.0,4.0,0.0,0.0,4.0,2,9.0,9.0,54.0,30.0
496,,2020-06-21 03:24:59,231,2020-06-20 22:58:00,3.0,4.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,,1.0,4.0,1.0,2.0,2.0,1.0,0.0,,,,,,,,1.0,4.0,1.0,4.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,500.0,18000.0,1.0,50.0,1500.0,1.0,2020-03-20,2020-06-01,2.0,,,,3.0,2021-04-01,2020-12-01,2020-12-01,2021-04-01,2020-10-01,500000.0,3.0,3.0,3.0,2.0,4.0,1.0,3.0,3.0,3.0,1.0,2.0,3.0,5.0,3.0,8.0,2.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,4.0,2.0,3.0,2.0,2.0,1.0,4.0,3.0,4.0,3.0,4.0,1.0,4.0,1.0,2.0,2.0,3.0,1.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,3.0,3.0,2.0,4.0,6.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,3.0,4.0,1.0,4.0,1.0,4.0,4.0,2.0,3.0,3.0,0.0,2.0,1.0,3.0,0.0,2.0,3.0,2,8.0,18.0,51.0,17.0
309,,2020-06-16 22:25:41,232,2020-06-16 18:10:00,2.0,3.0,0.0,,,,,,1.0,0.0,,,,,,,,0.0,,,,,,,,1.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100000.0,1000000.0,1.0,500.0,25000.0,1.0,2020-03-15,2020-05-30,1.0,,,,2.0,2021-06-01,2021-02-01,2021-02-01,2021-04-01,2021-06-01,3000000.0,3.0,3.0,2.0,3.0,1.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0,8.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,2.0,2.0,0.0,0.0,0.0,5.0,3.0,4.0,3.0,4.0,1.0,1.0,2.0,3.0,3.0,0.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,0.0,1.0,2.0,0.0,0.0,3.0,2,5.0,19.0,45.0,10.0
557,,2020-06-22 22:06:17,234,2020-06-22 17:44:00,2.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,,1.0,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,2.0,,,,,,1000.0,100000.0,1.0,200.0,12000.0,1.0,2020-03-12,2020-06-08,2.0,,,,3.0,2021-09-07,2021-09-07,2021-04-02,2021-09-07,2022-01-01,6000000.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,3.0,7.0,2.0,4.0,1.0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,3.0,1.0,3.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,4.0,2.0,3.0,3.0,4.0,1.0,1.0,2.0,4.0,3.0,1.0,3.0,3.0,2.0,0.0,2.0,1.0,4.0,0.0,4.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,2,7.0,16.0,53.0,10.0
573,,2020-06-23 14:10:41,242,2020-06-23 09:46:00,4.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,,1.0,3.0,1.0,3.0,2.0,1.0,0.0,,,,,,,,1.0,3.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,1.0,50.0,600.0,1.0,2020-03-23,2020-06-01,2.0,,,,3.0,2022-04-30,2022-10-31,2021-06-30,2022-01-01,2022-06-30,1.8,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,5.0,2.0,1.0,2.0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,4.0,3.0,3.0,3.0,2.0,1.0,4.0,2.0,4.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,,,,,,,1.0,1.0,2.0,3.0,2.0,0.0,1.0,2.0,1.0,3.0,2.0,0.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,0.0,3.0,2.0,0.0,3.0,3.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,2,10.0,8.0,47.0,16.0
371,,,243,2020-06-17 20:19:00,3.0,3.0,1.0,3.0,4.0,4.0,4.0,2.0,0.0,,0.0,,,,,,,0.0,,,,,,,,1.0,4.0,4.0,4.0,4.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,3485.0,578268.0,1.0,400.0,4024.0,1.0,2020-04-06,2020-05-03,3.0,,,,3.0,2021-01-01,2021-01-01,2021-01-01,2020-06-30,2021-06-01,2000000.0,2.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,8.0,1.0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
82,,2020-06-16 02:27:36,245,2020-06-15 21:15:00,2.0,4.0,0.0,,,,,,1.0,1.0,,1.0,4.0,2.0,4.0,3.0,1.0,0.0,,,,,,,,1.0,3.0,1.0,3.0,3.0,1.0,2.0,,,,,,,,1.0,,,1.0,,,3.0,,,,3.0,2021-06-15,2021-06-15,2021-06-15,2021-12-15,2021-12-15,,2.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,5.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4.0,2.0,4.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,1.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,4.0,1.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,0.0,4.0,1.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,2,6.0,14.0,61.0,26.0
530,,,246,2020-06-22 10:21:00,3.0,3.0,0.0,,,,,,1.0,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,0.0,,,,,,200000.0,500000.0,1.0,10000.0,30000.0,0.0,,,2.0,,,,3.0,2021-01-01,2020-09-15,2020-10-01,2020-12-01,2021-01-01,2500000.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,4.0,1.0,7.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
176,,2020-06-16 12:51:15,248,2020-06-16 05:32:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,3.0,2.0,3.0,3.0,1.0,0.0,,,,,,,,0.0,,,,,,2.0,,,,,,50000.0,20000.0,1.0,20.0,50.0,1.0,2020-04-01,2020-05-18,3.0,,,,3.0,2021-12-01,2021-12-01,2021-12-01,2020-09-01,2021-12-01,3000000.0,2.0,4.0,2.0,2.0,4.0,2.0,0.0,0.0,4.0,1.0,3.0,1.0,8.0,3.0,5.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,3.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,4.0,4.0,3.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,5.0,4.0,6.0,4.0,4.0,4.0,2.0,1.0,3.0,1.0,0.0,3.0,4.0,2.0,0.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,1.0,1.0,0.0,3.0,0.0,0.0,3.0,2,9.0,22.0,56.0,34.0
283,,2020-06-16 17:45:45,251,2020-06-16 10:31:00,4.0,4.0,0.0,,,,,,1.0,0.0,,,,,,,,0.0,,,,,,,,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1000.0,100000.0,1.0,1000.0,100000.0,1.0,2020-03-15,2020-05-31,2.0,,,,3.0,2020-09-01,2021-01-01,2020-09-01,2021-05-01,2021-01-01,300000.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,1.0,3.0,2.0,6.0,2.0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,3.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,0.0,3.0,2,6.0,14.0,46.0,16.0
72,,2020-06-16 03:15:20,258,2020-06-16 11:58:00,3.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,,1.0,3.0,1.0,2.0,2.0,1.0,0.0,,,,,,,,1.0,3.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,308.0,6444.0,0.0,,,,,,,1.0,2020-03-25,,2.0,2020-08-01,2020-06-16,2020-08-01,2021-01-01,,8000.0,2.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,1.0,4.0,3.0,3.0,7.0,3.0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,4.0,1.0,4.0,2.0,2.0,1.0,4.0,3.0,4.0,3.0,4.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,0.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,4.0,1.0,4.0,3.0,1.0,2.0,2.0,0.0,1.0,1.0,3.0,0.0,0.0,4.0,2,2.0,10.0,52.0,22.0
